,AM15_G_wav,wavelength,Energy,N_Photons,Jsc_int
76,0.17594,318.0,3.89937106918239,2299760416428200.5,2.8649934742743938e-05
77,0.18591,318.5,3.893249607535322,2441561723690227.5,3.0971840473714265e-05
78,0.2047,319.0,3.8871473354231973,2701012156648349.0,3.3482351287676725e-05
79,0.19589,319.5,3.8810641627543037,2596937518337729.5,3.6060618700800685e-05
80,0.20527,320.0,3.875,2734085327783559.0,3.864687391566394e-05
81,0.24525,320.5,3.8689547581903274,3281933407037043.5,4.1556336954344824e-05
82,0.25024,321.0,3.8629283489096573,3364406594953175.0,4.476062215998345e-05
83,0.23843,321.5,3.8569206842923793,3220627356554554.0,4.792547619790722e-05
84,0.22203,322.0,3.8509316770186337,3013116481627211.5,5.091219117307023e-05
85,0.21709,322.5,3.8449612403100777,2959822195317072.5,5.3765075359852796e-05
86,0.21226,323.0,3.8390092879256965,2907450797273348.5,5.6558813718097904e-05
87,0.24861,323.5,3.8330757341576507,3421197102933853.5,5.9562923525690685e-05
88,0.27537,324.0,3.8271604938271606,3807047559053068.5,6.298346787314946e-05
89,0.28321,324.5,3.8212634822804312,3933592202910076.0,6.663519923757899e-05
90,0.27894,325.0,3.8153846153846156,3892221313857635.0,7.031575251890317e-05
91,0.32436,325.5,3.8095238095238093,4546915857421876.0,7.427256408638982e-05
92,0.3812,326.0,3.803680981595092,5368368744797087.0,7.8907228229992e-05
93,0.40722,326.5,3.797856049004594,5761231193090086.0,8.409356178178408e-05
94,0.39806,327.0,3.7920489296636086,5657550558085652.0,8.939838005040361e-05
95,0.38465,327.5,3.786259541984733,5492072944125077.0,9.456233948462775e-05
96,0.35116,328.0,3.7804878048780486,5036898722164414.0,9.942397600155184e-05
97,0.37164,328.5,3.774733637747336,5355070837593898.0,0.00010420774637468185
98,0.42235,329.0,3.768996960486322,6113597452665682.0,0.00010947111026226951
99,0.46878,329.5,3.763277693474962,6816665424790462.0,0.0001153872403361295
100,0.47139,330.0,3.757575757575758,6885870199499218.0,0.00012163771871903031
101,0.428,330.5,3.7518910741301057,6280508496805087.0,0.0001276254543201557
102,0.40262,331.0,3.7462235649546827,5934935081628837.0,0.00013316394540516664
103,0.41806,331.5,3.7405731523378583,6190501903373155.0,0.0001386450431751318
104,0.43623,332.0,3.7349397590361444,6488830463319461.0,0.0001443592564571102
105,0.43919,332.5,3.7293233082706765,6562420254360998.0,0.0001502233930238006
106,0.42944,333.0,3.7237237237237237,6445726021592093.0,0.00015605061021350684
107,0.40724,333.5,3.7181409295352323,6140087929856188.0,0.0001616717309323532
108,0.41497,334.0,3.712574850299401,6284818617033039.0,0.00016720437207937586
109,0.44509,334.5,3.7070254110612857,6771312391918106.0,0.0001730007085368998
110,0.46388,335.0,3.701492537313433,7088865177468132.0,0.00017913563754603867
111,0.45313,335.5,3.6959761549925485,6955639044077926.0,0.00018533362592950447
112,0.41519,336.0,3.6904761904761907,6401789119667013.0,0.0001912108564039361
113,0.38214,336.5,3.6849925705794946,5918536795593580.0,0.0001966156551497524
114,0.3738,337.0,3.679525222551929,5815213267185874.0,0.00020174785477068734
115,0.40051,337.5,3.674074074074074,6258515650722412.0,0.00020701310989171832
116,0.43411,338.0,3.668639053254438,6813755381731271.0,0.00021269695510942323
117,0.45527,338.5,3.6632200886262924,7177640451886768.0,0.0002187624654390839
118,0.46355,339.0,3.657817109144543,7340612975355261.0,0.00022503781146934228
119,0.47446,339.5,3.6524300441826214,7546673957788316.0,0.00023145371401459095
